0.03215836	-0.05062312	-0.031592265	-0.09025606	-0.0055995774	0.03975709	-0.013596553	-0.048029426	-0.056987654	0.08115328	-0.0012379922	-0.049700372	0.013625959	-0.057896324	0.04188108	0.07107878
0.019427042	-0.05820259	-0.06281422	-0.11648401	-0.03438191	-0.011977815	-0.041033607	-0.06541746	-0.012459218	0.081733376	0.0727539	-0.03928796	0.048048712	-0.07955618	-0.023128316	0.036222626
-0.06315855	-0.005904723	-0.11846026	-0.103729635	-0.012778964	-0.0072058844	0.04045281	-0.008541875	-0.03842709	0.046924908	0.026072035	0.008089594	0.018271357	-0.09340752	0.05190893	-0.044139445
-0.00613066	-0.064529166	0.0074498644	-0.08583841	-0.077906065	0.018327458	0.032092214	-0.057748962	-0.05512143	0.047971062	0.01624798	-0.03766017	0.053008426	-0.057120394	0.025047807	0.013233683
0.010787467	-0.046886057	-0.07563819	-0.058984164	-0.035883326	0.049696088	0.079262525	0.015539344	-0.0068249274	0.066338696	0.036576312	0.017450176	-0.03568931	-0.036662597	0.023951018	0.00036367268
-0.007861555	-0.04384247	0.012824814	-0.14813012	-0.038773514	0.05124476	0.01922797	-0.014599069	0.00092059723	0.0789982	0.0046129385	0.06407683	0.0035592387	0.013050394	-0.012032585	0.020835115
0.017183231	-0.0666881	-0.05192709	-0.11493725	-0.04507246	-0.06257421	-0.017344858	0.055097893	-0.04719547	0.08260863	0.038640976	-0.03578979	0.07360643	-0.07142514	0.039542757	0.07215263
-0.016731225	-0.044611216	-0.0406312	-0.1724889	0.0192444	0.006432712	0.016129777	-0.053179033	-0.021531524	0.017699247	0.047145963	-0.046946052	-0.019192724	-0.06009684	-0.020816231	0.064591594
0.01684475	-0.013204312	0.027050218	-0.036828518	-0.061424445	0.025307808	-0.013023478	-0.010547909	-0.052957647	0.130829	0.053443614	-0.016273107	0.08507617	-0.00844907	0.0004351337	0.010550107
-0.012921577	-0.054382276	-0.095440865	-0.114692435	-0.102389276	0.03739311	-0.02444601	-0.022636762	-0.12024896	0.053232204	0.11421757	-0.07177156	0.06503736	-0.048664212	0.021364035	-0.059636097
-0.08210907	0.022819065	-0.06305009	-0.11045089	-0.02196449	0.022523426	0.02356926	0.0037423046	-0.053834524	0.039563343	0.046628937	-0.045247454	0.08304183	-0.018297218	-0.014758562	0.05462802
0.011088995	-0.04136386	0.007673294	-0.07824288	-0.1327783	0.13719425	-0.034359735	-0.007819861	-0.065214805	0.06542971	0.11475198	-0.010816942	0.060036875	-0.033273574	0.030370114	0.119001
-0.038443208	-0.025362859	-0.0371606	-0.05903824	-0.024499912	-0.009678907	-0.025524193	0.018004024	-0.062525064	0.073342934	-0.014772896	0.015869435	-0.017033787	-0.034264553	-0.040459923	0.01743121
0.07498773	-0.102693595	-0.040934544	-0.031238059	-0.027087644	-0.008491965	0.07517312	-0.0349687	-0.0068633105	-0.00419901	0.008055492	-0.1125542	0.07722743	-0.10373414	-0.0992925	0.040309887
0.0076038195	0.030257186	0.034095213	-0.059490338	-0.073645204	0.006370694	-0.0884987	-0.028577143	-0.038692884	0.06757748	-0.010928231	0.038362123	-0.0371423	-0.08923595	0.094893545	-0.0018200842
-0.10121354	-0.027894286	-0.056467794	-0.06774843	-0.054102656	0.023466665	-0.044685427	-0.035958357	0.059090078	0.10350727	0.027257113	-0.118216835	0.03941302	-0.12059886	-0.024480296	0.074185416
-0.023038682	-0.02030756	-0.01533945	-0.123270586	0.020028874	0.007196228	-0.081338264	0.038653534	0.04907138	0.08015532	0.01009625	-0.0390081	0.016298471	-0.07989469	0.046063215	0.0036044896
-0.08090842	-0.0740687	-0.08308433	-0.16135517	-0.025161684	0.06357033	0.00081392564	-0.031988487	0.020328682	0.102950834	0.059603952	-0.10638436	0.018248511	-0.08655889	-0.020704191	0.001771158
-0.025345014	-0.084032565	0.027575755	-0.14882882	-0.092363924	0.06809078	0.03607896	-0.041098993	-0.060463812	0.121262826	0.033682816	0.00582499	0.026651246	-0.00426224	-0.035492115	0.0067508086
0.010129117	-0.11616087	0.004293507	0.02358836	-0.06421248	-0.005212536	0.008152927	-0.052971378	0.012040662	0.08825821	0.008640132	0.033995394	0.07889739	0.0015989143	0.0027586718	-0.031133488
0.0481903	0.045559164	-0.012708089	-0.08809656	0.023008635	-0.024325583	0.017240556	-0.022177102	0.006228164	0.07824014	0.027442254	-0.037942782	0.029705271	-0.05563101	-0.014531316	0.06168699
0.041759778	-0.007644264	0.004452889	-0.086978905	-0.08577463	-0.026486771	0.0916376	-0.018249432	-0.060848165	0.078521065	-0.10997951	-0.018571714	0.057709046	-0.060891494	0.015486583	0.0352131
-0.0029352554	0.026334133	-0.08410207	-0.12633845	-0.029229585	-0.009891831	-0.027682375	-0.123615675	-0.104489714	0.0805598	0.08520883	0.0715781	0.08897592	0.06513643	-0.0074414313	-0.01559458
0.10640551	-0.043250043	0.043963555	-0.012339134	-0.08556797	0.045764744	0.01178665	0.018368803	-0.016005298	0.026698066	0.0040919716	-0.026970072	0.113310374	-0.061832223	-0.116589576	0.0848231
